date,year,month,hour,season,weekday,is_holiday,working_day,weather_sit,is_covid,temp,wind,humidity,total_count
2018-05-13,2018,5,10,2,6,0,0,2.0,0,0.6505320483767758,-0.831054232657217,0.9990017200494722,278.0
2018-05-13,2018,5,11,2,6,0,0,2.0,0,0.754098204885842,-0.831054232657217,0.7335120227615269,575.0
2018-05-13,2018,5,12,2,6,0,0,2.0,0,0.754098204885842,-0.3363344592459106,0.7335120227615269,821.0
2018-05-13,2018,5,13,2,6,0,0,2.0,0,0.5469658918677095,1.5188646910464887,1.2644914173374175,854.0
2018-05-13,2018,5,14,2,6,0,0,2.0,0,0.44339973535864324,0.776785030929529,1.2644914173374175,823.0
2018-05-13,2018,5,15,2,6,0,0,2.0,0,0.339833578849577,0.6531050875767024,1.2644914173374175,831.0
2018-05-13,2018,5,16,2,6,0,0,2.0,0,0.2362674223405107,0.776785030929529,1.2644914173374175,734.0
2018-05-13,2018,5,17,2,6,0,0,2.0,0,0.2362674223405107,-0.08897457254025733,1.2644914173374175,592.0
2018-05-13,2018,5,18,2,6,0,0,2.0,0,0.2362674223405107,0.15838531416539592,0.9990017200494722,482.0
2018-05-13,2018,5,19,2,6,0,0,2.0,0,0.2362674223405107,-0.08897457254025733,1.2644914173374175,450.0
2018-05-13,2018,5,20,2,6,0,0,2.0,0,0.2362674223405107,-0.5836943459515638,1.2644914173374175,314.0
2018-05-13,2018,5,21,2,6,0,0,2.0,0,0.339833578849577,-0.3363344592459106,0.9990017200494722,230.0
2018-05-13,2018,5,22,2,6,0,0,2.0,0,0.2362674223405107,-0.3363344592459106,1.2644914173374175,88.0
2018-05-13,2018,5,23,2,6,0,0,2.0,0,0.2362674223405107,-0.831054232657217,1.5830790540829518,80.0
2018-05-14,2018,5,0,2,0,0,1,2.0,0,0.2362674223405107,-0.5836943459515638,1.2644914173374175,48.0
2018-05-14,2018,5,1,2,0,0,1,2.0,0,0.2362674223405107,-0.831054232657217,1.2644914173374175,19.0
2018-05-14,2018,5,2,2,0,0,1,2.0,0,0.2362674223405107,-1.6968138361270033,1.2644914173374175,16.0
2018-05-14,2018,5,3,2,0,0,1,2.0,0,0.2362674223405107,-0.831054232657217,1.2644914173374175,9.0
2018-05-14,2018,5,4,2,0,0,1,2.0,0,0.2362674223405107,-0.9547341760100437,1.2644914173374175,18.0
2018-05-14,2018,5,5,2,0,0,1,2.0,0,0.2362674223405107,-1.6968138361270033,1.2644914173374175,79.0
2018-05-14,2018,5,6,2,0,0,1,2.0,0,0.2362674223405107,-0.831054232657217,1.5830790540829518,295.0
2018-05-14,2018,5,7,2,0,0,1,2.0,0,0.2362674223405107,-0.9547341760100437,1.5830790540829518,722.0
2018-05-14,2018,5,8,2,0,0,1,2.0,0,0.339833578849577,-0.9547341760100437,1.2644914173374175,1102.0
2018-05-14,2018,5,9,2,0,0,1,2.0,0,0.339833578849577,-0.9547341760100437,1.2644914173374175,630.0
2018-05-14,2018,5,10,2,0,0,1,2.0,0,0.44339973535864324,-1.6968138361270033,0.9990017200494722,357.0
2018-05-14,2018,5,11,2,0,0,1,2.0,0,0.5469658918677095,-1.6968138361270033,0.9990017200494722,445.0
2018-05-14,2018,5,12,2,0,0,1,1.0,0,0.754098204885842,-0.3363344592459106,0.7335120227615269,546.0
2018-05-14,2018,5,13,2,0,0,1,1.0,0,0.8576643613949083,-0.831054232657217,0.5211202649311707,573.0
2018-05-14,2018,5,14,2,0,0,1,1.0,0,0.9612305179039745,-0.3363344592459106,0.25563056764322545,658.0
2018-05-14,2018,5,15,2,0,0,1,1.0,0,1.168362830922107,-0.08897457254025733,0.3087285071008145,763.0
2018-05-14,2018,5,16,2,0,0,1,1.0,0,1.2719289874311732,-0.9547341760100437,0.09633674927045828,1091.0
2018-05-14,2018,5,17,2,0,0,1,1.0,0,1.168362830922107,-0.831054232657217,0.5211202649311707,1823.0
2018-05-14,2018,5,18,2,0,0,1,1.0,0,0.8576643613949083,3.7451036713973678,0.25563056764322545,1198.0
2018-05-14,2018,5,19,2,0,0,1,1.0,0,0.6505320483767758,0.40574520087104915,0.9990017200494722,71.0
2018-05-14,2018,5,20,2,0,0,1,1.0,0,0.5469658918677095,0.40574520087104915,1.2644914173374175,67.0
2018-05-14,2018,5,21,2,0,0,1,1.0,0,0.5469658918677095,1.0241449176351822,1.2644914173374175,72.0
2018-05-14,2018,5,22,2,0,0,1,1.0,0,0.5469658918677095,0.40574520087104915,1.2644914173374175,126.0
2018-05-14,2018,5,23,2,0,0,1,1.0,0,0.5469658918677095,0.15838531416539592,0.9990017200494722,131.0
2018-05-15,2018,5,0,2,1,0,1,2.0,0,0.44339973535864324,-0.5836943459515638,1.2644914173374175,46.0
2018-05-15,2018,5,1,2,1,0,1,1.0,0,0.44339973535864324,-0.5836943459515638,1.2644914173374175,30.0
2018-05-15,2018,5,2,2,1,0,1,1.0,0,0.44339973535864324,-0.831054232657217,1.2644914173374175,11.0
2018-05-15,2018,5,4,2,1,0,1,1.0,0,0.754098204885842,-0.3363344592459106,0.4680223254735817,3.0
2018-05-15,2018,5,5,2,1,0,1,1.0,0,0.8576643613949083,0.6531050875767024,0.25563056764322545,74.0
2018-05-15,2018,5,6,2,1,0,1,1.0,0,0.6505320483767758,0.6531050875767024,0.7335120227615269,365.0
2018-05-15,2018,5,7,2,1,0,1,1.0,0,0.6505320483767758,1.2715048043408355,0.7335120227615269,886.0
2018-05-15,2018,5,8,2,1,0,1,1.0,0,0.754098204885842,0.6531050875767024,0.7335120227615269,1409.0
2018-05-15,2018,5,9,2,1,0,1,1.0,0,0.9612305179039745,0.776785030929529,0.5211202649311707,640.0
2018-05-15,2018,5,10,2,1,0,1,1.0,0,0.9612305179039745,0.776785030929529,0.5211202649311707,379.0
2018-05-15,2018,5,11,2,1,0,1,1.0,0,1.0647966744130408,1.766224577752142,0.786609962219116,484.0
2018-05-15,2018,5,12,2,1,0,1,1.0,0,1.2719289874311732,0.6531050875767024,0.3087285071008145,571.0
2018-05-15,2018,5,13,2,1,0,1,2.0,0,1.3754951439402396,1.2715048043408355,0.3087285071008145,530.0
2018-05-15,2018,5,14,2,1,0,1,2.0,0,1.4790613004493058,0.776785030929529,-0.11605500855989793,578.0
2018-05-15,2018,5,15,2,1,0,1,1.0,0,1.7897597699765044,1.5188646910464887,-0.6470344031357885,659.0
2018-05-15,2018,5,16,2,1,0,1,1.0,0,1.6861936134674382,2.6319841812219282,-0.2753488269326651,966.0
2018-05-15,2018,5,17,2,1,0,1,1.0,0,1.6861936134674382,2.384624294516275,-0.48774058476302135,1747.0
2018-05-15,2018,5,18,2,1,0,1,1.0,0,1.582627456958372,1.2715048043408355,-0.2753488269326651,1443.0
2018-05-15,2018,5,19,2,1,0,1,1.0,0,1.4790613004493058,0.776785030929529,-0.11605500855989793,893.0
2018-05-15,2018,5,20,2,1,0,1,2.0,0,0.9612305179039745,4.73454321821998,0.043238809812869226,442.0
2018-05-15,2018,5,21,2,1,0,1,2.0,0,0.6505320483767758,1.2715048043408355,1.2644914173374175,73.0
2018-05-15,2018,5,22,2,1,0,1,2.0,0,0.6505320483767758,0.40574520087104915,1.2644914173374175,123.0
2018-05-15,2018,5,23,2,1,0,1,1.0,0,0.6505320483767758,-0.831054232657217,1.2644914173374175,102.0
2018-05-16,2018,5,0,2,2,0,1,2.0,0,0.6505320483767758,-0.831054232657217,0.9990017200494722,43.0
2018-05-16,2018,5,1,2,2,0,1,2.0,0,0.6505320483767758,-0.9547341760100437,0.9990017200494722,23.0
2018-05-16,2018,5,2,2,2,0,1,2.0,0,0.6505320483767758,-0.3363344592459106,0.9990017200494722,13.0
2018-05-16,2018,5,3,2,2,0,1,2.0,0,0.6505320483767758,-0.3363344592459106,0.9990017200494722,8.0
2018-05-16,2018,5,4,2,2,0,1,2.0,0,0.6505320483767758,-0.5836943459515638,0.9990017200494722,9.0
2018-05-16,2018,5,5,2,2,0,1,2.0,0,0.6505320483767758,-0.831054232657217,0.9990017200494722,76.0
2018-05-16,2018,5,6,2,2,0,1,1.0,0,0.5469658918677095,-0.9547341760100437,1.2644914173374175,310.0
2018-05-16,2018,5,7,2,2,0,1,1.0,0,0.6505320483767758,-0.3363344592459106,0.9990017200494722,779.0
2018-05-16,2018,5,8,2,2,0,1,2.0,0,0.754098204885842,-0.9547341760100437,0.7335120227615269,1266.0
2018-05-16,2018,5,9,2,2,0,1,2.0,0,0.754098204885842,-0.9547341760100437,0.9990017200494722,564.0
2018-05-16,2018,5,10,2,2,0,1,2.0,0,0.754098204885842,-1.6968138361270033,0.9990017200494722,321.0
2018-05-16,2018,5,11,2,2,0,1,2.0,0,0.8576643613949083,-1.6968138361270033,0.7335120227615269,232.0
2018-05-16,2018,5,12,2,2,0,1,2.0,0,0.754098204885842,-0.9547341760100437,1.2644914173374175,280.0
2018-05-16,2018,5,13,2,2,0,1,2.0,0,0.8576643613949083,-1.6968138361270033,1.3175893567950065,206.0
2018-05-16,2018,5,14,2,2,0,1,2.0,0,0.8576643613949083,-0.9547341760100437,1.3175893567950065,214.0
2018-05-16,2018,5,15,2,2,0,1,2.0,0,0.8576643613949083,0.6531050875767024,1.3175893567950065,202.0
2018-05-16,2018,5,16,2,2,0,1,2.0,0,0.754098204885842,-0.08897457254025733,1.2644914173374175,272.0
2018-05-16,2018,5,17,2,2,0,1,2.0,0,0.754098204885842,-0.5836943459515638,1.2644914173374175,442.0
2018-05-16,2018,5,18,2,2,0,1,2.0,0,0.754098204885842,0.40574520087104915,0.9990017200494722,535.0
2018-05-16,2018,5,19,2,2,0,1,2.0,0,0.6505320483767758,-0.5836943459515638,1.2644914173374175,406.0
2018-05-16,2018,5,20,2,2,0,1,2.0,0,0.5469658918677095,-0.08897457254025733,1.2644914173374175,347.0
2018-05-16,2018,5,21,2,2,0,1,2.0,0,0.5469658918677095,-0.08897457254025733,1.2644914173374175,255.0
2018-05-16,2018,5,22,2,2,0,1,2.0,0,0.44339973535864324,0.15838531416539592,1.5830790540829518,116.0
2018-05-16,2018,5,23,2,2,0,1,2.0,0,0.44339973535864324,-0.08897457254025733,1.5830790540829518,57.0
2018-05-17,2018,5,0,2,3,0,1,2.0,0,0.44339973535864324,-0.08897457254025733,1.5830790540829518,20.0
2018-05-17,2018,5,1,2,3,0,1,2.0,0,0.44339973535864324,-0.5836943459515638,1.5830790540829518,21.0
2018-05-17,2018,5,2,2,3,0,1,2.0,0,0.44339973535864324,-0.3363344592459106,1.5830790540829518,11.0
2018-05-17,2018,5,3,2,3,0,1,2.0,0,0.44339973535864324,-0.3363344592459106,1.5830790540829518,6.0
2018-05-17,2018,5,4,2,3,0,1,2.0,0,0.44339973535864324,-0.5836943459515638,1.5830790540829518,17.0
2018-05-17,2018,5,5,2,3,0,1,2.0,0,0.44339973535864324,-0.3363344592459106,1.5830790540829518,68.0
2018-05-17,2018,5,6,2,3,0,1,2.0,0,0.44339973535864324,-0.08897457254025733,1.5830790540829518,195.0
2018-05-17,2018,5,7,2,3,0,1,2.0,0,0.44339973535864324,0.15838531416539592,1.5830790540829518,320.0
2018-05-17,2018,5,8,2,3,0,1,2.0,0,0.44339973535864324,0.6531050875767024,1.5830790540829518,366.0
2018-05-17,2018,5,9,2,3,0,1,2.0,0,0.44339973535864324,0.15838531416539592,1.2644914173374175,258.0
2018-05-17,2018,5,10,2,3,0,1,2.0,0,0.5469658918677095,-0.08897457254025733,1.2644914173374175,138.0
2018-05-17,2018,5,11,2,3,0,1,2.0,0,0.5469658918677095,-0.5836943459515638,1.2644914173374175,132.0
2018-05-17,2018,5,12,2,3,0,1,2.0,0,0.5469658918677095,0.15838531416539592,1.2644914173374175,88.0
2018-05-17,2018,5,13,2,3,0,1,2.0,0,0.5469658918677095,0.40574520087104915,1.2644914173374175,117.0
2018-05-17,2018,5,14,2,3,0,1,2.0,0,0.6505320483767758,-0.08897457254025733,0.9990017200494722,102.0
2018-05-17,2018,5,15,2,3,0,1,2.0,0,0.6505320483767758,0.6531050875767024,0.9990017200494722,144.0
2018-05-17,2018,5,16,2,3,0,1,2.0,0,0.5469658918677095,0.6531050875767024,1.2644914173374175,324.0
2018-05-17,2018,5,17,2,3,0,1,2.0,0,0.5469658918677095,0.40574520087104915,1.2644914173374175,467.0
2018-05-17,2018,5,18,2,3,0,1,2.0,0,0.5469658918677095,0.40574520087104915,1.2644914173374175,741.0
2018-05-17,2018,5,19,2,3,0,1,2.0,0,0.5469658918677095,-0.3363344592459106,1.2644914173374175,565.0
2018-05-17,2018,5,20,2,3,0,1,2.0,0,0.44339973535864324,0.15838531416539592,1.5830790540829518,322.0
2018-05-17,2018,5,21,2,3,0,1,2.0,0,0.44339973535864324,-0.08897457254025733,1.5830790540829518,141.0
2018-05-17,2018,5,22,2,3,0,1,2.0,0,0.44339973535864324,-0.08897457254025733,1.2644914173374175,130.0
2018-05-17,2018,5,23,2,3,0,1,2.0,0,0.44339973535864324,-0.08897457254025733,1.5830790540829518,102.0
2018-05-18,2018,5,0,2,4,0,1,2.0,0,0.44339973535864324,-0.08897457254025733,1.5830790540829518,30.0
2018-05-18,2018,5,1,2,4,0,1,2.0,0,0.44339973535864324,-0.08897457254025733,1.5830790540829518,15.0
2018-05-18,2018,5,2,2,4,0,1,2.0,0,0.44339973535864324,-0.08897457254025733,1.5830790540829518,8.0
2018-05-18,2018,5,3,2,4,0,1,2.0,0,0.44339973535864324,0.6531050875767024,1.5830790540829518,3.0
2018-05-18,2018,5,4,2,4,0,1,2.0,0,0.44339973535864324,0.6531050875767024,1.5830790540829518,14.0
2018-05-18,2018,5,5,2,4,0,1,2.0,0,0.44339973535864324,0.6531050875767024,1.5830790540829518,66.0
2018-05-18,2018,5,6,2,4,0,1,2.0,0,0.44339973535864324,0.6531050875767024,1.5830790540829518,181.0
2018-05-18,2018,5,7,2,4,0,1,2.0,0,0.44339973535864324,1.2715048043408355,1.5830790540829518,440.0
2018-05-18,2018,5,8,2,4,0,1,2.0,0,0.44339973535864324,1.0241449176351822,1.5830790540829518,773.0
2018-05-18,2018,5,9,2,4,0,1,2.0,0,0.5469658918677095,0.6531050875767024,1.2644914173374175,493.0
2018-05-18,2018,5,10,2,4,0,1,2.0,0,0.44339973535864324,0.776785030929529,1.5830790540829518,168.0
2018-05-18,2018,5,11,2,4,0,1,2.0,0,0.44339973535864324,0.40574520087104915,1.5830790540829518,61.0
2018-05-18,2018,5,12,2,4,0,1,2.0,0,0.5469658918677095,1.5188646910464887,1.2644914173374175,44.0
2018-05-18,2018,5,13,2,4,0,1,2.0,0,0.5469658918677095,1.0241449176351822,0.9990017200494722,119.0
2018-05-18,2018,5,14,2,4,0,1,2.0,0,0.5469658918677095,1.5188646910464887,1.2644914173374175,174.0
2018-05-18,2018,5,15,2,4,0,1,2.0,0,0.339833578849577,1.2715048043408355,1.2644914173374175,211.0
2018-05-18,2018,5,16,2,4,0,1,2.0,0,0.2362674223405107,1.0241449176351822,1.2644914173374175,479.0
2018-05-18,2018,5,17,2,4,0,1,2.0,0,0.2362674223405107,1.2715048043408355,0.9990017200494722,695.0
2018-05-18,2018,5,18,2,4,0,1,2.0,0,0.13270126583144445,1.5188646910464887,1.2644914173374175,235.0
2018-05-18,2018,5,19,2,4,0,1,2.0,0,0.13270126583144445,1.766224577752142,1.2644914173374175,232.0
2018-05-18,2018,5,20,2,4,0,1,2.0,0,0.029135109322378182,1.2715048043408355,1.2644914173374175,126.0
2018-05-18,2018,5,21,2,4,0,1,2.0,0,-0.07443104718668808,1.2715048043408355,1.2644914173374175,85.0
2018-05-18,2018,5,22,2,4,0,1,2.0,0,-0.07443104718668808,1.0241449176351822,1.2644914173374175,68.0
2018-05-18,2018,5,23,2,4,0,1,2.0,0,-0.07443104718668808,1.0241449176351822,1.2644914173374175,56.0
2018-05-19,2018,5,0,2,5,0,0,2.0,0,-0.07443104718668808,0.15838531416539592,1.2644914173374175,28.0
2018-05-19,2018,5,1,2,5,0,0,2.0,0,-0.07443104718668808,0.40574520087104915,1.2644914173374175,12.0
2018-05-19,2018,5,2,2,5,0,0,2.0,0,-0.07443104718668808,0.40574520087104915,1.5830790540829518,22.0
2018-05-19,2018,5,3,2,5,0,0,2.0,0,-0.07443104718668808,0.40574520087104915,1.5830790540829518,13.0
2018-05-19,2018,5,4,2,5,0,0,2.0,0,-0.07443104718668808,0.40574520087104915,1.5830790540829518,5.0
2018-05-19,2018,5,5,2,5,0,0,2.0,0,-0.07443104718668808,0.15838531416539592,1.5830790540829518,8.0
2018-05-19,2018,5,6,2,5,0,0,2.0,0,-0.07443104718668808,0.15838531416539592,1.5830790540829518,42.0
2018-05-19,2018,5,7,2,5,0,0,2.0,0,0.029135109322378182,0.15838531416539592,1.2644914173374175,89.0
2018-05-19,2018,5,8,2,5,0,0,2.0,0,0.029135109322378182,-0.831054232657217,1.5830790540829518,91.0
2018-05-19,2018,5,9,2,5,0,0,2.0,0,0.13270126583144445,-0.5836943459515638,1.2644914173374175,175.0
2018-05-19,2018,5,10,2,5,0,0,2.0,0,0.2362674223405107,-0.5836943459515638,0.9990017200494722,242.0
2018-05-19,2018,5,11,2,5,0,0,2.0,0,0.2362674223405107,-0.831054232657217,1.2644914173374175,353.0
2018-05-19,2018,5,12,2,5,0,0,2.0,0,0.339833578849577,-0.9547341760100437,1.2644914173374175,416.0
2018-05-19,2018,5,13,2,5,0,0,2.0,0,0.339833578849577,-1.6968138361270033,1.2644914173374175,473.0
2018-05-19,2018,5,14,2,5,0,0,2.0,0,0.339833578849577,-1.6968138361270033,1.2644914173374175,512.0
2018-05-19,2018,5,15,2,5,0,0,2.0,0,0.44339973535864324,-0.831054232657217,1.2644914173374175,578.0
2018-05-19,2018,5,16,2,5,0,0,2.0,0,0.6505320483767758,-0.831054232657217,0.9990017200494722,661.0
2018-05-19,2018,5,17,2,5,0,0,2.0,0,0.6505320483767758,-1.6968138361270033,0.9990017200494722,659.0
2018-05-19,2018,5,18,2,5,0,0,2.0,0,0.6505320483767758,-0.831054232657217,0.9990017200494722,636.0
2018-05-19,2018,5,19,2,5,0,0,2.0,0,0.6505320483767758,-1.6968138361270033,1.2644914173374175,608.0
2018-05-19,2018,5,20,2,5,0,0,2.0,0,0.6505320483767758,-0.08897457254025733,1.2644914173374175,426.0
2018-05-19,2018,5,21,2,5,0,0,1.0,0,0.754098204885842,-0.08897457254025733,1.2644914173374175,250.0
2018-05-19,2018,5,22,2,5,0,0,2.0,0,0.754098204885842,-0.08897457254025733,1.2644914173374175,262.0
2018-05-19,2018,5,23,2,5,0,0,2.0,0,0.6505320483767758,0.6531050875767024,1.2644914173374175,237.0
2018-05-20,2018,5,0,2,6,0,0,2.0,0,0.6505320483767758,0.15838531416539592,1.2644914173374175,220.0
2018-05-20,2018,5,1,2,6,0,0,2.0,0,0.754098204885842,0.15838531416539592,1.2644914173374175,131.0
2018-05-20,2018,5,2,2,6,0,0,2.0,0,0.6505320483767758,-0.08897457254025733,1.2644914173374175,80.0
2018-05-20,2018,5,3,2,6,0,0,1.0,0,0.6505320483767758,-0.08897457254025733,1.2644914173374175,61.0
2018-05-20,2018,5,4,2,6,0,0,2.0,0,0.6505320483767758,0.15838531416539592,1.2644914173374175,21.0
2018-05-20,2018,5,5,2,6,0,0,2.0,0,0.6505320483767758,-0.831054232657217,1.2644914173374175,23.0
2018-05-20,2018,5,6,2,6,0,0,2.0,0,0.754098204885842,-0.5836943459515638,0.9990017200494722,49.0
2018-05-20,2018,5,7,2,6,0,0,2.0,0,0.754098204885842,-0.08897457254025733,0.9990017200494722,148.0
2018-05-20,2018,5,8,2,6,0,0,2.0,0,0.9612305179039745,-0.08897457254025733,0.9990017200494722,328.0
2018-05-20,2018,5,9,2,6,0,0,1.0,0,0.8576643613949083,-0.3363344592459106,0.9990017200494722,463.0
2018-05-20,2018,5,10,2,6,0,0,1.0,0,0.9612305179039745,0.776785030929529,0.9990017200494722,825.0
2018-05-20,2018,5,11,2,6,0,0,2.0,0,1.168362830922107,0.776785030929529,0.5211202649311707,1098.0
2018-05-20,2018,5,12,2,6,0,0,2.0,0,1.4790613004493058,0.776785030929529,-0.48774058476302135,1308.0
2018-05-20,2018,5,13,2,6,0,0,1.0,0,1.6861936134674382,-0.08897457254025733,-0.8063282215085557,1264.0
2018-05-20,2018,5,14,2,6,0,0,2.0,0,1.4790613004493058,1.0241449176351822,-0.7001323425933775,1177.0
2018-05-20,2018,5,15,2,6,0,0,2.0,0,1.6861936134674382,0.15838531416539592,-0.9656220398813228,1204.0
2018-05-20,2018,5,16,2,6,0,0,1.0,0,1.7897597699765044,-0.831054232657217,-1.2311117371692681,1190.0
2018-05-20,2018,5,17,2,6,0,0,1.0,0,1.7897597699765044,0.6531050875767024,-1.2311117371692681,1123.0
2018-05-20,2018,5,18,2,6,0,0,1.0,0,1.4790613004493058,0.40574520087104915,-0.7001323425933775,1000.0
2018-05-20,2018,5,19,2,6,0,0,1.0,0,1.4790613004493058,-0.3363344592459106,-0.48774058476302135,815.0
2018-05-20,2018,5,20,2,6,0,0,1.0,0,1.2719289874311732,-0.5836943459515638,-0.11605500855989793,636.0
2018-05-20,2018,5,21,2,6,0,0,1.0,0,0.8576643613949083,-0.3363344592459106,0.7335120227615269,443.0
2018-05-20,2018,5,22,2,6,0,0,2.0,0,0.8576643613949083,-1.6968138361270033,0.7335120227615269,313.0
2018-05-20,2018,5,23,2,6,0,0,1.0,0,0.8576643613949083,0.15838531416539592,0.5211202649311707,160.0
2018-05-21,2018,5,0,2,0,0,1,1.0,0,0.8576643613949083,-1.6968138361270033,0.5211202649311707,75.0
2018-05-21,2018,5,1,2,0,0,1,2.0,0,0.754098204885842,0.15838531416539592,0.7335120227615269,39.0
2018-05-21,2018,5,2,2,0,0,1,2.0,0,0.8576643613949083,0.40574520087104915,0.043238809812869226,34.0
2018-05-21,2018,5,3,2,0,0,1,2.0,0,0.754098204885842,1.2715048043408355,0.25563056764322545,10.0
2018-05-21,2018,5,4,2,0,0,1,1.0,0,0.6505320483767758,1.0241449176351822,0.4680223254735817,25.0
2018-05-21,2018,5,5,2,0,0,1,1.0,0,0.6505320483767758,0.15838531416539592,0.4680223254735817,112.0
2018-05-21,2018,5,6,2,0,0,1,1.0,0,0.5469658918677095,0.6531050875767024,0.7335120227615269,340.0
2018-05-21,2018,5,7,2,0,0,1,2.0,0,0.6505320483767758,1.0241449176351822,0.25563056764322545,888.0
2018-05-21,2018,5,8,2,0,0,1,2.0,0,0.754098204885842,0.6531050875767024,0.043238809812869226,1305.0
2018-05-21,2018,5,9,2,0,0,1,1.0,0,0.8576643613949083,0.15838531416539592,-0.3815447058478432,618.0
2018-05-21,2018,5,10,2,0,0,1,1.0,0,0.9612305179039745,-0.08897457254025733,-0.3815447058478432,462.0
2018-05-21,2018,5,11,2,0,0,1,2.0,0,1.0647966744130408,-1.6968138361270033,-0.7001323425933775,573.0
2018-05-21,2018,5,12,2,0,0,1,1.0,0,1.2719289874311732,-0.831054232657217,-0.8594261609661448,665.0
2018-05-21,2018,5,13,2,0,0,1,1.0,0,1.2719289874311732,-1.6968138361270033,-0.8594261609661448,656.0
2018-05-21,2018,5,14,2,0,0,1,2.0,0,1.2719289874311732,-0.9547341760100437,-0.7001323425933775,671.0
2018-05-21,2018,5,15,2,0,0,1,2.0,0,1.2719289874311732,-0.08897457254025733,-0.5408385242206104,781.0
2018-05-21,2018,5,16,2,0,0,1,2.0,0,1.2719289874311732,-0.3363344592459106,-0.5408385242206104,1080.0
2018-05-21,2018,5,17,2,0,0,1,2.0,0,1.168362830922107,0.776785030929529,-0.32844676639025416,1802.0
2018-05-21,2018,5,18,2,0,0,1,2.0,0,0.9612305179039745,0.15838531416539592,-0.169152948017487,1631.0
2018-05-21,2018,5,19,2,0,0,1,2.0,0,0.8576643613949083,-0.08897457254025733,0.043238809812869226,1079.0
2018-05-21,2018,5,20,2,0,0,1,1.0,0,0.754098204885842,-0.9547341760100437,0.4680223254735817,741.0
2018-05-21,2018,5,21,2,0,0,1,1.0,0,0.754098204885842,0.15838531416539592,0.4680223254735817,485.0
2018-05-21,2018,5,22,2,0,0,1,1.0,0,0.6505320483767758,0.40574520087104915,0.4680223254735817,330.0
2018-05-21,2018,5,23,2,0,0,1,2.0,0,0.5469658918677095,-0.3363344592459106,0.4680223254735817,225.0
2018-05-22,2018,5,0,2,1,0,1,2.0,0,0.5469658918677095,-0.5836943459515638,0.4680223254735817,64.0
2018-05-22,2018,5,1,2,1,0,1,1.0,0,0.44339973535864324,-0.5836943459515638,0.7335120227615269,37.0
2018-05-22,2018,5,2,2,1,0,1,2.0,0,0.44339973535864324,-0.9547341760100437,0.9990017200494722,19.0
2018-05-22,2018,5,3,2,1,0,1,2.0,0,0.44339973535864324,-0.5836943459515638,0.7335120227615269,6.0
2018-05-22,2018,5,4,2,1,0,1,1.0,0,0.44339973535864324,-0.9547341760100437,0.4680223254735817,20.0
2018-05-22,2018,5,5,2,1,0,1,2.0,0,0.44339973535864324,-0.9547341760100437,0.7335120227615269,105.0
2018-05-22,2018,5,6,2,1,0,1,2.0,0,0.44339973535864324,-1.6968138361270033,0.9990017200494722,365.0
2018-05-22,2018,5,7,2,1,0,1,2.0,0,0.44339973535864324,-1.6968138361270033,0.9990017200494722,745.0
2018-05-22,2018,5,8,2,1,0,1,2.0,0,0.44339973535864324,-0.5836943459515638,0.9990017200494722,977.0
2018-05-22,2018,5,9,2,1,0,1,2.0,0,0.5469658918677095,-0.5836943459515638,0.7335120227615269,669.0
2018-05-22,2018,5,10,2,1,0,1,2.0,0,0.6505320483767758,-0.831054232657217,0.7335120227615269,329.0
2018-05-22,2018,5,11,2,1,0,1,1.0,0,0.754098204885842,-0.08897457254025733,0.7335120227615269,242.0
2018-05-22,2018,5,12,2,1,0,1,2.0,0,0.754098204885842,0.40574520087104915,0.7335120227615269,430.0
2018-05-22,2018,5,13,2,1,0,1,2.0,0,0.8576643613949083,0.15838531416539592,0.7335120227615269,446.0
2018-05-22,2018,5,14,2,1,0,1,2.0,0,0.9612305179039745,-0.3363344592459106,0.5211202649311707,470.0
2018-05-22,2018,5,15,2,1,0,1,2.0,0,1.0647966744130408,-0.08897457254025733,0.5211202649311707,624.0
2018-05-22,2018,5,16,2,1,0,1,2.0,0,0.8576643613949083,1.766224577752142,0.5211202649311707,529.0
2018-05-22,2018,5,17,2,1,0,1,2.0,0,0.6505320483767758,-0.5836943459515638,1.2644914173374175,204.0
2018-05-22,2018,5,18,2,1,0,1,1.0,0,0.754098204885842,-0.831054232657217,1.2644914173374175,511.0
2018-05-22,2018,5,19,2,1,0,1,2.0,0,0.6505320483767758,-0.08897457254025733,1.2644914173374175,605.0
2018-05-22,2018,5,20,2,1,0,1,1.0,0,0.6505320483767758,-0.3363344592459106,1.2644914173374175,510.0
2018-05-22,2018,5,21,2,1,0,1,1.0,0,0.6505320483767758,-0.08897457254025733,1.2644914173374175,366.0
2018-05-22,2018,5,22,2,1,0,1,2.0,0,0.6505320483767758,0.15838531416539592,1.2644914173374175,233.0
2018-05-22,2018,5,23,2,1,0,1,1.0,0,0.6505320483767758,-0.831054232657217,1.2644914173374175,121.0
2018-05-23,2018,5,0,2,2,0,1,2.0,0,0.6505320483767758,-0.08897457254025733,1.2644914173374175,70.0
2018-05-23,2018,5,1,2,2,0,1,2.0,0,0.5469658918677095,0.40574520087104915,1.5830790540829518,31.0
2018-05-23,2018,5,2,2,2,0,1,2.0,0,0.6505320483767758,-1.6968138361270033,1.2644914173374175,19.0
2018-05-23,2018,5,3,2,2,0,1,1.0,0,0.6505320483767758,-0.9547341760100437,1.2644914173374175,4.0
2018-05-23,2018,5,4,2,2,0,1,1.0,0,0.5469658918677095,-0.5836943459515638,1.2644914173374175,17.0
